Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Lifestyles & Hobbies › Art & Theater Aficionados,Affinity segment,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Technology,Affinity segment,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Education › Post-Secondary Education › Arts & Design Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Home & Garden › Home Decor › Fine Art,In-market segment,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Musical Theater,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Performing Arts Schools & Theaters,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Plays,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Theater Companies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Theater Plays in New York City,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Theatre Shows and Plays,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Tony Award Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,29-Apr-25,29-May-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,9-May-25,9-Jun-25,University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Economic News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Educational Math Software,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Mathematics Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,US Economy Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,22-May-25,22-Jun-25,University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Economic News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Educational Math Software,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Mathematics Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,US Economy Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,5-Jun-25,5-Jul-25,University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Lifestyles & Hobbies › Art & Theater Aficionados,Affinity segment,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Event Tickets › Performing Arts Tickets › Broadway & Theater Tickets,In-market segment,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Education,In-market segment,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Event Tickets › Performing Arts Tickets,In-market segment,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Acting Schools,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,American Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,College and Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Musical Theatre Training and Schools,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Performing Arts Educational Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Performing Arts Schools & Theaters,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Theater Companies,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Theatre Shows and Plays,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Theatres,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,University,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Information on Success in College,Custom affinity segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,5-Jun-25,31-Dec-37,Value of College Education,Custom affinity segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Technology,Affinity segment,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,College and Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Organizational Psychology Masters Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Psychology Degree Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Psychology Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,Research Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,20-Jun-25,20-Jul-25,University,Custom intent segment: auto-created,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,News & Politics › Avid News Readers,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Technology › Mobile Enthusiasts,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,News & Politics,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Technology › Social Media Enthusiasts,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Technology,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Business Creation,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Business Creation › Recently Started a Business,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Business Creation › Starting a Business Soon,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,8-Jul-25,30-Sep-25,Work that matters,Custom segment,0,0,0,0
UCM - Work That Matters Awareness - Display - 7.8-9.30,Display,8-Jul-25,30-Sep-25,Work that matters,Custom segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,News & Politics › Avid News Readers,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Technology › Mobile Enthusiasts,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,News & Politics,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Technology › Social Media Enthusiasts,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Technology,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Business Creation,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Business Creation › Recently Started a Business,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Business Creation › Starting a Business Soon,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.18-9.30 [PAUSED],Demand Gen,18-Jul-25,30-Sep-25,Work that matters,Custom segment,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Colleges,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Organizational Psychology Masters Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Psychology Degree Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Psychology Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Research Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Sound Effects,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E8 - Sound Pt. 1 -  7.21-8.21,Demand Gen,21-Jul-25,21-Aug-25,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Colleges,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Organizational Psychology Masters Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Psychology Degree Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Psychology Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Research Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Sound Effects,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E9 - Sound Pt. 1 -  7.31-8.31,Demand Gen,31-Jul-25,31-Aug-25,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Technology,Affinity segment,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,College Graduation › Graduating Soon,Life event,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,College Graduation › Recently Graduated,Life event,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Astronomy and Space Science,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Galaxy Books and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,International Space Station,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,NASA News and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Rockets,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Space Program Launch Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E10 - Rubin Observatory - 8.14-9.14,Demand Gen,14-Aug-25,14-Sep-25,AI in CMU,Custom segment,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Education › Post-Secondary Education,In-market segment,0,0,0,0
